"","CL3","CC1","SV1","M31Fcsw","M11Fcsw","M31Plmr","M11Plmr","F21Plmr","M31Tong","M11Tong","LMEpi24M","SLEpi20M","AQC1cm","AQC4cm","AQC7cm","NP2","NP3","NP5","TRRsed1","TRRsed2","TRRsed3","TS28","TS29","Even1","Even2","Even3"
"267841",0.000104157384122017,0.000140912425569616,0,0,0,0,0,0,4.9989952019644e-07,0,0,0,8.56349143822126e-07,3.81812003405763e-06,2.94240016289127e-06,0,0,0,0,0,3.57520807711009e-06,0,0,8.22275779784679e-07,0,0
"208701",0.000245348504820751,8.63088606613901e-05,0.000699632549544164,0,0,0,0,0,0,0,0,0,1.71269828764425e-06,1.14543601021729e-05,1.76544009773476e-06,0,0,0,0,0,0,0,0,8.22275779784679e-07,0,1.85487289019802e-06
"254949",0.000194427117027765,0.000208726530374994,0.00243294351757468,6.47898767113436e-07,0,0,5.07036280750598e-05,0,0,0,0,0,3.4253965752885e-06,3.39388447471789e-05,7.06176039093906e-06,0,0,6.05050721401975e-07,1.70392584514722e-05,0,0,0,0,0,1.02978869765713e-06,6.49205511569306e-06
"250313",1.27303469482465e-05,2.37789718148728e-05,4.73112174896668e-05,0,0,0,2.30471036704817e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238254",4.62921707208964e-06,5.1080754268986e-05,0.000126163246639111,0,4.81585147143526e-07,0,0.000108321387251264,0,0,0,0,8.21482085118688e-07,0,0,0,0,0,0,0,0,0,0,0,8.22275779784679e-07,0,0
"258814",1.73595640203362e-05,6.60526994857577e-05,0.00107668861620424,0,0,0,0,0,0,0,4.7223450031923e-07,0,0,0,0,0,0,0,3.40785169029444e-05,0,3.57520807711009e-06,0,0,8.22275779784679e-07,0,3.70974578039603e-06
"217748",0.000219887810924258,8.01439420427194e-05,4.15765244606163e-05,0,0,4.17279255796357e-06,0,5.36777296467469e-05,4.9989952019644e-07,0,0,0,8.56349143822126e-07,8.48471118679473e-07,0,0,0,0,6.81570338058888e-05,1.01393964220098e-05,2.14512484626605e-05,0,0,8.22275779784679e-07,0,9.27436445099008e-07
"237497",4.62921707208964e-06,1.84947558560122e-05,6.5948969834081e-05,0,0,4.03369947269811e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02978869765713e-06,0
"586804",0.000862191679676695,0.000139151020249996,0.000153403038527101,0,0,1.39093085265452e-06,0,0,0,9.98133490373002e-06,0,8.21482085118688e-07,8.56349143822126e-07,2.96964891537816e-06,1.17696006515651e-06,0,0,0,0,0,0,0,8.25715420483192e-07,8.22275779784679e-07,0,0
"141905",3.47191280406723e-06,7.04562127848082e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254628",4.97640835249636e-05,3.34667010727839e-05,2.86734651452526e-06,6.47898767113436e-07,0,0,0,0,0,0,0,0,8.56349143822126e-07,8.48471118679473e-07,5.88480032578255e-07,0,6.76148522784515e-07,6.05050721401975e-07,0.000187431842966194,0.000632698336733411,0.000336069559248348,0,0,8.22275779784679e-07,0,0
"198233",0,2.64210797943031e-06,0,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,1.27270667801921e-06,5.88480032578255e-07,0,0,0,0,8.11151713760783e-06,3.57520807711009e-06,0,0,0,0,0
"236868",8.10112987615687e-06,5.28421595886062e-06,0,0,0,0,0,0,0,0,0,0,0,2.54541335603842e-06,2.35392013031302e-06,0,0,0,0,6.08363785320587e-06,3.57520807711009e-06,0,0,0,0,0
"315558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"75196",2.5460693896493e-05,4.22737276708849e-05,2.86734651452526e-06,0,0,0,0,0,0,0,0,1.64296417023738e-06,3.59666640405293e-05,0.000204057304042413,8.88604849193164e-05,7.63892337014021e-06,0,0,0,0,0,0,0,8.22275779784679e-07,0,0
"560806",1.15730426802241e-06,1.76140531962021e-06,1.43367325726263e-06,0,0,0,0,0,0,0,9.44469000638461e-07,8.21482085118688e-07,1.19888880135098e-05,7.8907814037191e-05,4.88438427039951e-05,0,6.76148522784515e-07,0,0,0,3.57520807711009e-06,0,0,0,0,0
"591647",8.10112987615687e-05,3.52281063924041e-06,3.15408116597779e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02787928440196e-06,0,0,0,0,0,9.27436445099008e-07
"257041",0.000174752944471384,0.000166452802704109,1.29030593153637e-05,6.47898767113436e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06670535251412e-06,0,8.22275779784679e-07,2.05957739531426e-06,0
"590356",0.000252292330428885,7.04562127848082e-06,0.000106091821037435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259881",0.000418944145024112,0.000108326427156643,6.73826430913436e-05,0,0,0,0,0,4.9989952019644e-07,0,0,8.21482085118688e-07,1.71269828764425e-06,1.56967156955703e-05,1.17696006515651e-05,0,6.76148522784515e-07,0,0,6.08363785320587e-06,3.57520807711009e-06,0,0,1.64455155956936e-06,0,0
"237963",0.000689753343741356,0.000553081270360745,0,0,4.81585147143526e-07,1.39093085265452e-06,2.30471036704817e-06,0,0,0,4.7223450031923e-07,0,8.56349143822126e-06,2.58783691197239e-05,3.0012481661491e-05,0,0,0,0,8.11151713760783e-06,0,0,0,8.22275779784679e-07,1.02978869765713e-06,0
"554552",0.000227988940800415,0.000262449392623411,0.000379923413174597,0,0,0,0,0,0,0,4.7223450031923e-07,8.21482085118688e-07,1.3701586301154e-05,3.73327292218968e-05,1.94198410750824e-05,0,6.76148522784515e-07,0,0.000340785169029444,0.000320404926935509,2.14512484626605e-05,0,8.25715420483192e-07,8.22275779784679e-07,0,0
"350825",0,3.52281063924041e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11177753544166e-05,0,0,0,0,0,0,0
"114327",0.000168966423131272,5.90070782072769e-05,0.00060501011456483,0,0,0,0,0,4.9989952019644e-07,0,0,0,0,4.24235559339737e-06,5.88480032578255e-07,0,2.02844556835354e-06,1.21010144280395e-06,0.000187431842966194,1.41951549908137e-05,3.57520807711009e-06,0,0,0,0,1.85487289019802e-06
"368942",0.000190955204223698,8.19053473623396e-05,9.89234547511215e-05,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,8.48471118679473e-06,7.06176039093906e-06,1.90973084253505e-06,0,0,1.70392584514722e-05,8.11151713760783e-06,7.15041615422018e-06,0,0,8.22275779784679e-07,1.02978869765713e-06,0
"364646",0.000613371262051877,0.000273017824541132,9.46224349793336e-05,0,0,0,0,0,0,0,0,1.64296417023738e-06,1.71269828764425e-06,2.12117779669868e-06,1.76544009773476e-06,0,0,0,0,6.08363785320587e-06,0,0,0,8.22275779784679e-07,0,0
"332361",7.86966902255239e-05,2.46596744746829e-05,2.86734651452526e-06,0,0,0,0,0,0,0,0,0,0,4.24235559339737e-07,0,0,0,0,1.70392584514722e-05,2.02787928440196e-06,0,0,0,0,0,0
"48487",1.85168682883586e-05,7.04562127848082e-05,8.60203954357578e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244127",0.000119202339606308,0.000319695065511067,0.000229387721162021,0,4.81585147143526e-07,0,0,0,0,0,0,0,8.56349143822126e-07,0,0,0,0,0,0,0,0,1.06670535251412e-06,0,8.22275779784679e-07,2.05957739531426e-06,0
"359365",6.13371262051877e-05,0.000209607233034804,4.30101977178789e-06,0,0,0,0,0,0,0,0,8.21482085118688e-07,5.13809486293276e-06,7.21200450877552e-06,1.00041605538303e-05,0,0,0,0,0,0,0,0,8.22275779784679e-07,3.08936609297138e-06,0
"220256",4.28202579168292e-05,9.24737792800608e-05,0.000186377523444142,0,0,0,0,0,0,0,4.7223450031923e-07,1.64296417023738e-06,4.28174571911063e-06,1.39997734582113e-05,2.00083211076607e-05,0,0,0,6.81570338058888e-05,2.02787928440196e-06,0,0,0,0,1.02978869765713e-06,0
"539276",6.94382560813446e-06,5.28421595886062e-06,5.73469302905052e-05,0,0,0,9.21884146819269e-06,5.36777296467469e-06,4.9989952019644e-07,0,0,0,1.71269828764425e-06,1.612095125491e-05,1.00041605538303e-05,0,0,0,0.000579334787350055,0.000219010962715411,3.57520807711009e-05,0,0,0,0,0
"553302",3.47191280406723e-06,8.80702659810103e-06,5.16122372614547e-05,0,4.81585147143526e-07,0,2.30471036704817e-06,0,0,0,0,8.21482085118688e-07,2.56904743146638e-06,8.90894674613447e-06,1.11811206189868e-05,0,0,0,1.70392584514722e-05,2.02787928440196e-06,0,0,0,0,0,0
"218567",0.000395798059663664,0.00025628447400474,2.29387721162021e-05,0,0,0,0,0,0,0,4.7223450031923e-07,3.28592834047475e-06,1.79833320202646e-05,2.58783691197239e-05,3.53088019546953e-05,0,4.7330396594916e-06,6.05050721401975e-07,0,0,7.15041615422018e-06,0,8.25715420483192e-07,0,1.02978869765713e-06,0
"219369",5.20786920610085e-05,0.000110087832476263,2.00714256016768e-05,0,0,0,2.07423933034336e-05,0,0,0,0,8.21482085118688e-07,5.99444400675488e-06,1.90906001702882e-05,7.06176039093906e-06,0,0,0,0,6.08363785320587e-06,7.15041615422018e-06,0,0,0,0,0
"113261",0.000126146165214443,0.000316172254871827,0.000124729573381849,6.47898767113436e-07,0,0,0.000228166326337769,5.36777296467469e-06,9.99799040392881e-07,0,9.44469000638461e-07,2.46444625535606e-06,5.99444400675488e-05,6.10899205449221e-05,4.94323227365734e-05,0,0,6.05050721401975e-07,0,6.08363785320587e-06,1.07256242313303e-05,0,8.25715420483192e-07,8.22275779784679e-07,0,0
"562536",1.9674172556381e-05,0.000112729940455693,3.58418314315658e-05,0,0,0,0,0,0,0,4.7223450031923e-07,0,2.14087285955532e-05,1.65451868142497e-05,5.11977628343081e-05,1.90973084253505e-06,0,0,0,2.02787928440196e-06,0,0,0,0,1.02978869765713e-06,0
"273678",7.0595560349367e-05,0.000128582588332275,0.000172040790871516,0,0,0,6.22271799103007e-05,0,0,0,0,3.28592834047475e-06,5.99444400675488e-06,2.96964891537816e-06,1.17696006515651e-05,0,0,0,0,1.01393964220098e-05,2.14512484626605e-05,0,0,0,0,0
"539862",8.44832115656359e-05,4.05123223512647e-05,5.447958377598e-05,6.47898767113436e-07,0,0,0,0,0,0,0,0,5.99444400675488e-06,4.24235559339737e-06,1.17696006515651e-06,0,0,0,0,0,0,0,0,0,0,0
"360433",1.38876512162689e-05,2.99438904335435e-05,4.30101977178789e-05,0,0,2.50367553477814e-05,3.91800762398189e-05,0,0,0,0,3.28592834047475e-05,1.71269828764425e-06,4.24235559339737e-07,5.88480032578255e-07,0,0,0,0,2.02787928440196e-06,1.07256242313303e-05,0,0,8.22275779784679e-07,0,0
"225155",0.000142348424966756,0.000199038801117083,0.000174908137386041,0,0,0,9.44931250489751e-05,0,0,0,0,0,0,8.48471118679473e-07,2.35392013031302e-06,0,0,0,0,6.08363785320587e-06,0,0,0,8.22275779784679e-07,4.11915479062851e-06,9.27436445099008e-07
"114170",0.000209472072512056,0.000166452802704109,0.000255193839792748,0,0,0,0,0,0,0,0,0,6.85079315057701e-06,2.96964891537816e-06,4.11936022804778e-06,0,0,0,1.70392584514722e-05,1.01393964220098e-05,1.43008323084404e-05,0,0,0,0,0
"249926",1.15730426802241e-06,2.64210797943031e-06,1.86377523444142e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331980",0.000395798059663664,0.000354923171903471,3.8709177946091e-05,0,0,0,4.60942073409635e-06,5.36777296467469e-06,0,0,4.7223450031923e-07,0,1.71269828764425e-06,2.12117779669868e-06,1.76544009773476e-06,0,0,0,0,2.02787928440196e-06,0,0,0,8.22275779784679e-07,0,0
"156870",0.000178224857275451,0.000126821183012655,2.86734651452526e-05,0,0,0,3.45706555057226e-05,0,0,0,0,2.46444625535606e-06,4.28174571911063e-06,9.33318230547421e-06,1.70659209447694e-05,0,0,1.21010144280395e-06,3.40785169029444e-05,8.92266885136862e-05,1.07256242313303e-05,0,0,0,0,0
"260335",3.35618237726499e-05,2.90631877737334e-05,2.86734651452526e-05,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
"226704",0,8.80702659810103e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586966",0.000346033976138701,0.000264210797943031,5.447958377598e-05,0,0,2.78186170530904e-06,0,5.36777296467469e-06,0,0,0,3.28592834047475e-06,2.39777760270195e-05,1.27270667801921e-05,2.23622412379737e-05,0,0,0,0,2.02787928440196e-06,3.57520807711009e-06,0,0,0,0,0
"545917",0.000377281191375306,2.99438904335435e-05,4.30101977178789e-06,6.47898767113436e-07,0,0,0,0,0,0,0,0,8.56349143822126e-07,0,5.88480032578255e-07,0,0,0,0,0,0,0,8.25715420483192e-07,3.28910311913872e-06,0,0
"368706",1.27303469482465e-05,3.52281063924041e-05,4.30101977178789e-06,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,1.27270667801921e-06,2.35392013031302e-06,0,0,0,0,0,7.15041615422018e-06,0,0,8.22275779784679e-07,0,0
"251592",0.00106934914365271,0.000435947816606001,7.31173361203941e-05,6.47898767113436e-07,0,0,2.30471036704817e-06,1.07355459293494e-05,0,0,0,4.10741042559344e-06,3.33976166090629e-05,6.06656849855824e-05,7.82678443329079e-05,1.90973084253505e-06,0,6.05050721401975e-07,0,0,3.57520807711009e-06,1.06670535251412e-06,0,5.75593045849275e-06,0,9.27436445099008e-07
"576469",1.15730426802241e-06,1.76140531962021e-06,0,0,0,0,0,0,0,0,0,0,3.4253965752885e-06,1.82421290516087e-05,2.00083211076607e-05,0,0,0,0,2.02787928440196e-06,0,0,0,0,0,0
"565643",8.10112987615687e-06,2.64210797943031e-05,0,0,0,0,2.30471036704817e-06,0,0,0,0,1.64296417023738e-06,1.62706337326204e-05,8.56955829866268e-05,6.53212836161863e-05,1.90973084253505e-06,0,0,0,0,0,0,0,0,0,0
"137235",2.31460853604482e-06,1.76140531962021e-06,2.86734651452526e-06,0,0,0,0,0,0,0,0,0,5.13809486293276e-06,1.48482445768908e-05,3.2366401791804e-05,0,0,0,0,2.02787928440196e-06,0,0,0,0,0,0
"539496",0.000905011937593525,0.00100752384282276,0.000658056025083547,0,9.63170294287052e-07,0,0,2.14710918586987e-05,0,0,1.41670350095769e-06,3.28592834047475e-06,2.65468234584859e-05,0.000142967383497491,0.000183605770164415,0,0,0,8.5196292257361e-05,4.8669102825647e-05,3.21768726939908e-05,0,0,4.11137889892339e-06,5.14894348828564e-06,4.63718222549504e-06
"39056",1.15730426802241e-06,5.28421595886062e-06,0.000371321373631021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05575856880392e-06,0,0,0,8.22275779784679e-07,0,0
"10645",4.86067792569412e-05,9.24737792800608e-05,0.000470244828382143,0,0,0,0,0,0,0,0,0,0,8.48471118679473e-07,2.35392013031302e-06,0,0,0,3.40785169029444e-05,4.05575856880392e-06,0,1.06670535251412e-06,0,1.64455155956936e-06,1.02978869765713e-06,0
"362520",4.86067792569412e-05,0.000112729940455693,2.15050988589395e-05,6.47898767113436e-07,0,0,0,0,4.9989952019644e-07,0,4.7223450031923e-07,0,9.41984058204339e-06,2.2484484645006e-05,3.06009616940692e-05,1.90973084253505e-06,0,6.05050721401975e-07,3.40785169029444e-05,2.63624306972255e-05,1.78760403855504e-05,0,0,8.22275779784679e-07,0,0
"347524",0.000366865452963104,0.000792632393829093,0.000219352008361182,0,0,1.39093085265452e-06,0,0,0,0,0,0,5.99444400675488e-06,3.39388447471789e-06,7.06176039093906e-06,0,0,0,0.000119274809160305,6.48921371008627e-05,0.000107256242313303,0,0,0,3.08936609297138e-06,0
"588131",0,3.08245930933536e-05,5.73469302905052e-06,0,0,0,0,0,0,0,0,0,4.28174571911063e-06,1.48482445768908e-05,2.05968011402389e-05,0,0,0,0,0,0,0,0,8.22275779784679e-07,0,0
"108677",0.000184011378615563,0.000649958562939856,6.02142768050305e-05,0,0,1.39093085265452e-06,0,0,0,0,0,0,2.31214268831974e-05,1.06058889834934e-05,2.5304641400865e-05,0,0,0,0,4.05575856880392e-06,3.57520807711009e-06,0,0,8.22275779784679e-07,1.02978869765713e-06,0
"355920",1.15730426802241e-06,2.64210797943031e-06,0.000106091821037435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109755",6.01798219371653e-05,7.83825367230992e-05,0.000265229552593587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329035",0.000173595640203362,0.000354923171903471,0.00155696915738722,6.47898767113436e-07,0,0,0,9.12521403994697e-05,0,0,0,0,2.56904743146638e-06,2.54541335603842e-06,1.17696006515651e-06,0,1.35229704556903e-06,0,1.70392584514722e-05,1.41951549908137e-05,3.57520807711009e-06,0,0,8.22275779784679e-07,0,1.85487289019802e-06
"535402",5.32359963290309e-05,3.17052957531637e-05,4.30101977178789e-06,0,0,1.39093085265452e-06,0,3.75744107527228e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02978869765713e-06,0
"579806",4.62921707208964e-06,6.69334021455678e-05,1.72040790871516e-05,0,0,0,0,0,0,0,0,0,0,0,1.76544009773476e-06,0,0,0,0,0,0,0,0,0,0,0
"136914",4.5134866452874e-05,7.22176181044284e-05,0.000101790801265647,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,2.12117779669868e-06,3.53088019546953e-06,0,0,0,0,2.02787928440196e-06,0,0,0,0,0,0
"326414",0.000199056334099855,0.000213130043674045,0.00460782584884209,6.47898767113436e-07,0,0,0,0,0,0,4.7223450031923e-07,0,3.4253965752885e-06,5.93929783075631e-06,4.11936022804778e-06,0,0,0,0,2.02787928440196e-06,3.57520807711009e-06,0,0,8.22275779784679e-07,1.02978869765713e-06,1.57664195666831e-05
"10657",3.81910408447395e-05,0.000103922913857592,0.000331178522427668,0,0,1.39093085265452e-06,0,0,0,0,0,0,0,0,1.76544009773476e-06,0,0,0,0,4.05575856880392e-06,0,0,0,0,0,9.27436445099008e-07
"245900",0,1.05684319177212e-05,2.86734651452526e-06,0,0,0,0,5.36777296467469e-06,0,0,0,0,0,0,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,0,0
"222900",0.000241876592016684,0.000577740944835428,0.000205015275788556,0,0,0,0,0,0,0,0,1.39651954470177e-05,2.7403172602308e-05,2.07875424076471e-05,3.58972819872735e-05,0,0,0,1.70392584514722e-05,4.05575856880392e-06,7.15041615422018e-06,0,0,1.64455155956936e-06,0,0
"71817",1.15730426802241e-06,2.64210797943031e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551380",3.70337365767171e-05,8.63088606613901e-05,0.000106091821037435,0,0,0,0,0,0,0,0,0,0,4.24235559339737e-07,3.53088019546953e-06,0,0,0,1.70392584514722e-05,0,0,1.06670535251412e-06,0,0,0,0
"203878",1.27303469482465e-05,2.46596744746829e-05,0,0,0,0,0,0,0,0,0,0,0,4.24235559339737e-07,0,0,0,0,0.000119274809160305,1.21672757064117e-05,3.57520807711009e-06,0,0,0,0,0
"137363",1.04157384122017e-05,2.64210797943031e-05,5.30459105187173e-05,0,0,0,0,0,0,0,0,0,1.79833320202646e-05,1.86663646109484e-05,1.00041605538303e-05,0,0,0,0,4.05575856880392e-06,0,0,0,0,0,9.27436445099008e-07
"542445",0.000199056334099855,0.00034083192934651,0.00173044362151599,0,0,4.17279255796357e-06,0,0,0,0,9.44469000638461e-07,1.64296417023738e-06,7.10769789372365e-05,5.89687427482234e-05,6.82636837790775e-05,1.90973084253505e-06,6.76148522784515e-07,0,8.5196292257361e-05,0.000200760049155794,7.15041615422018e-06,1.06670535251412e-06,1.65143084096638e-06,2.46682733935404e-06,1.02978869765713e-06,3.70974578039603e-06
"154217",0,0,0,0,0,0,0,0,0,0,0,7.39333876606819e-06,8.56349143822126e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
"543094",0,5.28421595886062e-06,0,0,0,0,0,0,0,0,0,0,0,4.24235559339737e-07,0,0,0,0,0,0,0,0,0,0,0,0
"180089",0,0,0,0,0,0,0,0,0,0,0,0,1.71269828764425e-06,2.12117779669868e-06,5.88480032578255e-07,0,0,0,0,0,1.07256242313303e-05,0,0,0,0,0
"522005",0,0,0,0,0,0,0,0,4.9989952019644e-07,0,0,0,0,0,0,0,0,0,0.000903080697928026,6.28642578164607e-05,0.000278866230014587,0,0,0,0,0
"236963",1.85168682883586e-05,5.54842675680365e-05,4.30101977178789e-06,0,0,0,0,0,0,0,0,0,0,1.69694223735895e-06,0,0,0,0,0,0,0,0,0,0,0,0
"240744",3.93483451127619e-05,7.48597260838588e-05,0.000153403038527101,0,0,0,0,0,0,0,0,0,0,4.24235559339737e-07,0,0,0,0,0,0,0,1.06670535251412e-06,0,8.22275779784679e-07,0,0
"197062",0,8.80702659810103e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112562",2.5460693896493e-05,5.90070782072769e-05,3.72755046888284e-05,0,0,0,0,0,0,0,0,0,0,2.12117779669868e-06,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,1.02978869765713e-06,0
"204177",3.47191280406723e-06,4.84386462895557e-05,2.00714256016768e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204372",2.66179981645154e-05,6.69334021455678e-05,7.16836628631315e-06,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,1.27270667801921e-06,1.17696006515651e-06,0,6.76148522784515e-07,0,1.70392584514722e-05,2.43345514128235e-05,3.57520807711009e-06,0,0,0,0,0
"206277",0,1.49719452167717e-05,0,0,0,0,0,0,0,0,0,0,0,4.24235559339737e-07,0,0,0,0,0,0,0,0,0,0,0,0
"216600",0,1.76140531962021e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239367",4.62921707208964e-06,1.6733350536392e-05,2.15050988589395e-05,0,0,0,0,5.36777296467469e-06,0,0,4.7223450031923e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542734",1.9674172556381e-05,2.81824851139233e-05,2.29387721162021e-05,0,0,0,0,0,0,0,0,0,0,4.24235559339737e-07,0,0,0,0,0,0,0,0,0,0,1.02978869765713e-06,0
"226488",6.24944304732101e-05,8.63088606613901e-05,2.86734651452526e-06,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,4.24235559339737e-07,2.94240016289127e-06,0,0,0,0,0,0,0,0,0,0,0
"578392",0.00012498886094642,0.000111849237795883,0.000116127533838273,0,0,0,0,0,0,0,0,8.21482085118688e-07,3.4253965752885e-06,1.01816534241537e-05,8.23872045609556e-06,0,0,0,0,9.32824470824901e-05,2.14512484626605e-05,0,0,0,1.02978869765713e-06,9.27436445099008e-07
"224129",3.00899109685827e-05,0.000105684319177212,1.57704058298889e-05,0,0,0,0,0,0,0,0,0,0,4.24235559339737e-07,1.76544009773476e-06,0,0,0,0,0.000117616998495314,2.14512484626605e-05,0,0,0,0,0
"574674",1.73595640203362e-05,4.84386462895557e-05,4.30101977178789e-06,0,0,0,0,0,0,0,0,0,0,8.48471118679473e-07,5.88480032578255e-07,0,0,0,0,0,0,0,0,0,1.02978869765713e-06,0
"240788",1.27303469482465e-05,6.16491861867072e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209489",0,8.80702659810103e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"578408",9.14270371737704e-05,0.000148838749507907,4.30101977178789e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70392584514722e-05,0,3.57520807711009e-06,0,0,8.22275779784679e-07,0,0
"570453",5.0921387792986e-05,0.000306484525613916,2.58061186307273e-05,6.47898767113436e-07,0,0,0,0,0,0,0,0,0,6.36353339009605e-06,3.53088019546953e-06,0,0,0,0,4.05575856880392e-06,0,0,0,0,3.08936609297138e-06,0
"253246",0,1.76140531962021e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74929",7.63820816894791e-05,6.60526994857577e-05,0.000131897939668162,0,0,1.39093085265452e-06,2.30471036704817e-06,0,0,0,0,0,8.56349143822126e-07,1.69694223735895e-06,3.53088019546953e-06,0,0,0,0,0,0,0,0,0,0,0
"248757",2.08314768244034e-05,3.17052957531637e-05,7.16836628631315e-06,0,0,1.39093085265452e-06,0,0,0,0,0,0,0,4.24235559339737e-07,0,0,0,0,0,0,0,0,0,0,0,0
"152024",2.19887810924258e-05,0.000112729940455693,5.73469302905052e-06,0,0,2.78186170530904e-06,0,0,0,0,0,0,2.56904743146638e-06,4.6665911527371e-06,1.76544009773476e-06,0,0,0,0,4.05575856880392e-06,1.07256242313303e-05,0,0,0,1.02978869765713e-06,0
"543753",2.31460853604482e-06,5.63649702278466e-05,0,0,0,0,0,0,0,0,0,0,0,8.48471118679473e-07,1.76544009773476e-06,0,0,0,0,0,0,0,0,0,0,0
"238968",6.94382560813446e-06,7.04562127848082e-06,0,0,0,0,0,0,0,0,0,0,0,4.24235559339737e-07,1.76544009773476e-06,0,0,0,0,2.02787928440196e-06,0,0,0,0,0,0
"546642",9.25843414417928e-06,7.83825367230992e-05,2.15050988589395e-05,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,4.24235559339737e-07,5.88480032578255e-07,0,1.35229704556903e-06,0,0.000408942202835333,0.000111533360642108,0.000153733947315734,0,0,0,0,0
"180118",8.10112987615687e-06,7.13369154446183e-05,6.30816233195557e-05,0,0,0,0,0,0,0,0,0,0,0,1.76544009773476e-06,0,0,0,0,2.02787928440196e-06,3.57520807711009e-06,0,0,0,0,0
"236984",2.19887810924258e-05,1.76140531962021e-06,0.000301071384025152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70392584514722e-05,0,0,0,0,0,0,0
"10652",1.04157384122017e-05,5.28421595886062e-06,0.000374188720145547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27436445099008e-07
"38718",0,8.80702659810103e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236312",1.15730426802241e-06,1.76140531962021e-06,2.86734651452526e-06,0,0,0,0,0,0,0,0,0,0,4.24235559339737e-07,0,0,2.02844556835354e-06,0,5.11177753544166e-05,0.000194676411302588,1.07256242313303e-05,0,0,0,0,0
"353947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11177753544166e-05,0.0001034218435045,1.07256242313303e-05,0,0,0,0,0
"572137",1.27303469482465e-05,3.87509170316445e-05,4.73112174896668e-05,0,0,0,0,0,0,0,0,0,0,1.69694223735895e-06,2.35392013031302e-06,0,0,0,0.000102235550708833,3.85297064036372e-05,0,0,0,8.22275779784679e-07,0,0
"279253",5.78652134011205e-06,1.76140531962021e-06,0,0,0,0,0,0,0,0,0,0,8.56349143822126e-07,0,0,0,0,6.05050721401975e-07,0.00015335332606325,0.000166286101320961,9.65306180819724e-05,0,0,0,0,0
"332464",3.12472152366051e-05,4.66772409699355e-05,2.15050988589395e-05,0,0,0,0,0,0,0,0,0,2.56904743146638e-06,8.060475627455e-06,1.47120008144564e-05,0,6.76148522784515e-07,6.05050721401975e-07,1.70392584514722e-05,0.0003102655305135,8.2229785773532e-05,0,0,8.22275779784679e-07,0,0
